"analysis","cancer_type","transition","gene","logFC","t","P.Value","adj.P.Val","n_early","n_late"
"metastasis","TGCT","M0s_M0l","RP11-355O1.11",-0.478002619966905,-3.21199812895571,0.00166832380696741,0.0459186266870077,74,49
"metastasis","TGCT","M0s_M0l","COX10-AS1",-0.513030777716492,-3.41348501427573,0.000859904871969527,0.0356001826045788,74,49
"metastasis","TGCT","M0s_M0l","RP11-103B5.4",-0.768757308328736,-4.37502552674369,2.49771526847858e-05,0.00938391626367403,74,49
"metastasis","TGCT","M0s_M0l","RP11-419I17.1",-0.603398234969662,-3.20755860406671,0.00169231539811075,0.0460726735558123,74,49
"metastasis","TGCT","M0s_M0l","RP11-521O16.1",-0.897380888030887,-3.51550780810276,0.000608126943250812,0.0335648074775807,74,49
"metastasis","TGCT","M0s_M0l","RP11-53O19.1",-0.616635686707114,-3.25456360372729,0.0014538372786069,0.0449552811170873,74,49
"metastasis","TGCT","M0s_M0l","ZNF197-AS1",-0.723237341423054,-3.55553659080858,0.000529798007828486,0.0323650587871808,74,49
"metastasis","TGCT","M0s_M0l","FGD5-AS1",-0.562171070049641,-3.63386757556018,0.000403227622505538,0.0298546151998473,74,49
"metastasis","TGCT","M0s_M0l","RP11-188P20.3",-1.01615579150579,-5.14840060638862,9.67325379333935e-07,0.0069700335012007,74,49
"metastasis","TGCT","M0s_M0l","RP11-314C16.1",-0.741251516822944,-3.59214164312098,0.000466585722693113,0.0306477488493462,74,49
"metastasis","TGCT","M0s_M0l","CTC-429P9.3",-0.482345670159956,-3.1240242976554,0.00220806335200426,0.0499595832727786,74,49
"metastasis","TGCT","M0s_M0l","RP11-394I13.2",-0.623962548262547,-3.28956009064669,0.00129705522623847,0.0429586067665535,74,49
"metastasis","TGCT","M0s_M0l","RP11-700J17.1",-0.575417346938774,-3.1231626271413,0.00221407256186256,0.0499595832727786,74,49
"metastasis","TGCT","M0s_M0l","RP5-1050D4.2",-0.4970610865968,-3.14794490337314,0.00204716042543218,0.0483740702683246,74,49
"metastasis","TGCT","M0s_M0l","RP11-109D9.4",-0.491756894649751,-3.21271107475751,0.00166450061631428,0.0459186266870077,74,49
"metastasis","TGCT","M0s_M0l","RP11-348P10.2",-0.471956756756756,-3.26947594052218,0.00138498538927239,0.0439309600427736,74,49
"metastasis","TGCT","M0s_M0l","RP11-996F15.2",-1.17501279646994,-4.71960326966966,6.11264987424242e-06,0.0069700335012007,74,49
"metastasis","TGCT","M0s_M0l","AC003986.6",-1.06382186982901,-4.11612939940267,6.86595250244433e-05,0.015633565788899,74,49
"metastasis","TGCT","M0s_M0l","C21orf62-AS1",-0.760362520683948,-3.3710376666351,0.000991110065619279,0.0385865338500687,74,49
"metastasis","TGCT","M0s_M0l","C1RL-AS1",-0.952170766685051,-3.99092508688888,0.000110305195406964,0.0192751915880913,74,49
"metastasis","TGCT","M0s_M0l","RP11-393I2.4",-0.535431494760065,-3.32707351688003,0.00114661605725441,0.0405342937330503,74,49
"metastasis","TGCT","M0s_M0l","RP1-151F17.1",-0.702526420297848,-3.35264838009073,0.00105358412976956,0.0391912433222203,74,49
"metastasis","TGCT","M0s_M0l","RP11-147L13.15",-0.432679509100937,-3.30478383057719,0.00123390799604632,0.0424736839038731,74,49
"metastasis","TGCT","M0s_M0l","TMEM108-AS1",-0.608341147269718,-3.16932819129607,0.00191260757193506,0.0483299158165754,74,49
"metastasis","TGCT","M0s_M0l","RP4-545K15.5",-0.719844567015994,-3.5241230170432,0.000590399607670017,0.0335648074775807,74,49
"metastasis","TGCT","M0s_M0l","RP5-1165K10.2",-0.662218257032542,-3.42416334122963,0.000829563879318646,0.0356001826045788,74,49
"metastasis","TGCT","M0s_M0l","CTC-510F12.7",-0.919267512410368,-4.33203287531165,2.96276013207656e-05,0.0095084527208059,74,49
