dipeptide,count_lnc,count_proteome,log2_fold_change_lnc_over_proteome,fisher_p_two_sided,q_value_fdr_bh,category,peptide_fasta,peptide_set
MC,59,4418,0.4941294046515649,0.013205048878891082,0.017724897824014874,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MD,100,13885,-0.4015872060229791,0.003878487831500606,0.005682766053480741,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
ME,193,20704,-0.03281437626430284,0.7747318833598089,0.8049162424517495,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MF,57,8151,-0.4387071851872507,0.016485064000871366,0.021762460727222925,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MG,196,14721,0.4814010551801172,1.0177426619084522e-05,1.911253825180192e-05,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MH,66,5254,0.40459727211481467,0.03301421073682094,0.04232591120105249,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MI,94,9423,0.06884775622535923,0.6713554649794267,0.7066899631362387,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MK,143,16093,-0.10063095894931781,0.41699779950612503,0.4582393401166209,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
ML,204,22327,-0.06192445876796176,0.5580569767080105,0.6000612652774306,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MM,30,5855,-0.8761867043962263,0.0002567032489113263,0.0004306670601030307,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MN,70,10000,-0.4395805499625475,0.008493748912433548,0.011715515741287652,sig_small,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
MP,123,12530,0.0438634790263916,0.747515687866118,0.7786621748605396,ns,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_tcga_filtered_peptides.faa,tcga_matrix
